"_id",total_tags,total_views
Blgj9YbU9ww,23,169535
TNRrY8m71u4,20,169120
RtvUoab88UE,14,169099
"_9wK8hVvjAU",28,168625
g2GbkH12xMg,30,168486
hj44lITeFHk,29,168472
1x_5E3gquFo,11,168312
QClzlZTXj4Y,4,168228
tJoAYpurA6k,6,168193
3rVFuscWyC8,42,167929
rL4WkebTT_U,8,167920
lyfRkPDZuz8,21,167723
cJzOUbYrQiY,25,167453
jcNwBdJd1aI,4,167441
jrfsschAssI,11,167391
rLNK3wi44WU,0.0,167375
GJCJme9ILPs,32,167318
aydY1eiGjgs,50,167263
nt7b-Qp34hk,8,167248
vEhoc_zGeN0,33,167216
k3PEl45DjkA,27,167142
hq9SEUlkZ5s,13,167077
S-iiG3-4FJ8,13,166971
ijJPFowBsBc,38,166741
rXqh6AcIb-c,41,166184
tSjvx_c4meE,19,165847
7keZTcdouoY,0.0,165610
YWE9YX-Km-M,21,165111
6uBuxJXlWrQ,8,164979
weebcQPRGUE,15,164817
Rhnp3tMFaS0,2,164766
VeDIOvlN2Gg,20,164746
g309T2rLOKk,5,164680
kNOTqGpcDw0,13,164498
TwUaijHsNF0,22,164162
HMvx0NbQ-Y0,29,164061
w7m0T370Dkk,40,163907
P1nCVWBTays,4,163750
qECkYR4sjJE,2,163745
wjy9Jgnjv6U,46,163639
ILDMJavIY-k,20,163553
dqkEniTFTH0,16,163538
Ei6AtHXJ9dg,0.0,163348
7DLKv39MLbg,12,163048
eT2D50_pgUU,35,162847
51tc6o12uqA,41,162834
8diVDS4qW6I,4,162165
HJBqbRMUOaI,7,161945
7SxLRFuEuLE,6,161630
"_wM_jY_rass",0.0,161624
ZzStPviPY90,9,160936
pwnsGOlcdvI,20,160489
ZBM7DYktEyo,36,160121
jCAuNTEO52A,24,159911
dIjms29rFA0,4,159656
icqp_XDH_BI,11,159593
0gLsukihjVg,3,159557
"_qEfXjdZrWg",6,159488
3QeRZj3LhS4,22,158197
SMAysGggM_g,37,158106
Yp5R84V1bDU,8,157951
e9nFy2DREw8,22,157935
4SANXNco_y4,29,157833
yqFIrrcmsJI,34,157337
eaNCTyuvVrQ,21,157281
"_JbpTEtGTz8",9,157177
eIG1Ix-3gdc,14,156896
4L43VVORo5c,18,156359
MU29Wqg_BVo,33,156307
COeinmZMYaQ,37,155706
SLzq5EZDteA,15,155655
gvYVO6vWm2Y,2,155541
ms9j25XkYoU,0.0,155219
j5AILysDDTI,1,154978
PNsUgvkjviY,28,154944
mPg__kEZ6YM,0.0,153833
47_BVBakJqY,36,153824
Kx90AspFmEA,22,153749
tjVJgR4OrgM,8,153742
TKddxONWn78,6,153728
59yWucSYhO0,11,153652
bcSFnVQg47o,12,153123
dkUF_rHF-K8,15,153032
Q4FZi6_DUO8,9,152875
FVwR2zK_Ahs,27,152807
"-su6If-bd4U",38,152072
9iM7W1Dvl6Q,36,151807
BOQ-wZQhZZo,25,151767
Lok2EvthO-U,10,151626
3Z6kYVQC83E,7,151461
OwuuDpwPYxo,24,151350
WrWSqak9t7Y,0.0,150663
T3E6AKDbI2Y,14,150597
Cr_mEzG5JHY,6,150175
0PW9MWDWLH8,14,150117
i9EyFghIt5o,30,149627
q9bGAAYR2MY,28,149178
jxFwvwYPPcs,27,149028
HaI5lLd3RvE,38,148735
YgZiM_prrgo,23,148628
rIh1NW7afo4,23,148531
H3PKipRZKv0,0.0,148243
V2onC1_QOmU,35,147906
w3Rd-KZeVp4,11,147504
it-ru_UiMgE,11,147502
1zKXeSkAgEs,21,146971
GoNT7uT8oTA,38,146789
ZzZ-BsiSamk,29,146105
AV5TOlGFHk0,24,146094
VGPKryH8D2o,22,146034
sWk4b3RO4EA,42,145703
OGKchfcd-5w,6,145633
OG6qjAivguw,31,145506
a1WEz02s0m0,25,145412
Jj0uBQ7j5c4,1,145263
wJ7ffCNtCKE,42,144189
CR9zYgr84QY,36,144066
NA5vT1LooXk,7,143765
DD2snaPATbI,1,143694
X3o3Vol7a1o,27,143666
PZG22Oy1anI,9,143486
RbmtNSxxkzU,30,142653
Klfho60budI,27,142194
JWAvRIpuj1U,4,142136
GWM8x6Y6cXU,29,142100
OXf9D91wrIQ,28,141965
zX1_qEVop0Q,32,141775
PuaBdAwbbZY,3,141711
EcFJbKJxjDA,41,141655
kRDb2X3gFmo,38,141556
3pxyo7eSknc,10,140460
S2Cq_TpNXoQ,19,140084
94oSf_56ilU,17,139381
o3_jM-Ccb9g,9,139263
nshmwFK3yd8,45,138991
akTosGXl8pI,33,138690
FCdvOAcbK4s,13,138240
pwCuWyq0fHQ,14,138170
n1rblnOWhmM,27,138064
6oHn_mmeUOc,33,137991
kAp-jpENAlo,30,137273
F-nQ_KJgfCY,24,137225
gOh2XtaPDWk,12,137150
OjhBeB9ESqw,1,137081
pYWUamYfN7c,10,137018
tMLy3u0I8VI,3,136206
wLl4ONpfbw8,21,135630
WOndRFZkeh4,29,135451
doFpACkiZ2Q,26,135325
SCPkXjwSWCY,26,134881
MowKgO0IeyU,27,134871
TPQqpxfm6BI,30,134314
ZDMgHk2DjoQ,41,134067
FJ_TFXjr__4,26,133465
F62QpaPWXDI,12,133161
He-HBXbHT_U,32,132856
jjwiwepvS1o,23,132390
qTCksOKwTiA,9,132365
XeLIvgsYdFI,29,132283
"-B7J36GNaDk",22,131985
3ONSFeRy9iQ,16,131977
COLLKZ-q9TM,20,131511
70pJZ9w3oGk,12,131416
DJXUWLs6FI0,30,131259
Qj7DVNDb7To,7,131112
0gv90B5DIPo,11,130918
RDP8Oh-br4Y,18,130064
EXZmln6LY6k,9,129853
IqNQrpSe7UE,31,129159
f7kPSYWU1JA,14,129124
oTn329CjrRA,19,129026
WkzmaFnPKOs,4,128972
2Zvmi5BzDbs,11,128916
59w7ymFyQVI,2,128779
E7kUmvDKFLk,7,128047
UDIkXCDdLTo,19,128015
aqzPj4WjO94,9,127938
6iVbBd9h7W8,22,127865
5ZoKBdxhXpw,10,127796
HSezK15Ewdo,40,127307
Ddt0k3yU9Q8,1,127034
ny_RtONZr4M,7,126952
i6htP19PyEU,10,126926
tpcJt1HF6y8,18,126923
Zukh-0csKPc,0.0,126680
TvLGiAbgRc4,32,126393
rqeQ2hRDDbc,27,125806
NGMnnrw70lA,33,125609
zxGg8QqWrRQ,32,124057
J2kNt-PHayo,22,123944
agmPDVtPEc8,37,123686
xSmgnf6PHmE,30,122869
VwIXMm0a_t0,30,122702
IbVR4kzVQrk,30,122220
Pl_BHQOCFDY,31,122204
j1oMVG1ZMlA,0.0,121862
scIrzG3kgRY,0.0,121549
Y5MqpKlKiSM,9,121541
gkemkf8vs0Q,29,121167
gSW2l1z1lKw,22,120982
JqIkzS2wSz8,7,120806
xvaCIbcM2-I,32,120699
21jcP-1w4DA,23,120676
3jtjkXSvuJw,12,120366
cKIXdtntMac,0.0,120206
vkbS_oEN-Tg,37,119856
cm1_NPyNRvw,17,119504
Hi91aDmYI2E,20,119500
ZsT3m5jdjr8,13,119334
DuTReBPNx88,10,119256
9BAwZN16yo8,16,119187
2nJ3U5dzvPs,0.0,118944
2UmRhLA3Qzk,37,118916
0fOZ4Nwm5Pg,14,118828
xegUPsJaUKc,13,118679
bNF9VJgfPS4,14,118245
wNiDGbmOFVM,40,118181
3db2XrU3__0,7,117970
Rtyv9919Lh0,38,117745
dypSszf0d3I,33,117401
Er5jqmjaoo0,13,117316
rxUfRhVYeKI,33,117036
Ub3ot5DC_iE,31,116872
Mmkf4zYlW4E,13,116255
8vambqBQVwk,27,116007
icNpyzmE0Nc,24,115955
ReNY18XdFTI,20,115700
jm_mZqqL40M,6,115562
LPBPma9YJnE,23,115521
qN1_nEdly7I,30,115218
YWVylysTNIA,10,115131
7LlWd7HP_bc,9,115052
8PwD3DUTJWM,25,115010
YemaMEMB8zc,34,114876
EaC6LTIxBrA,35,114615
ENr6CXm1YxU,4,114370
zcJ8BTAGqE0,16,113922
MLywBJCOK6Q,8,113669
nR3OdeqiEF8,35,113286
LdbbfkKmpT0,21,112827
c5E9Rns3HOo,2,112735
KMmXvAncPqk,12,112648
V0nfRcc4PJ0,6,112351
Os4MTTzTKRo,38,112317
rR-wWKCe92o,10,112093
sF1l7v3XY6I,11,111971
"-trTIbE3N4Y",12,111864
xF9kTkjrHdQ,2,111834
xPixhGo4cU4,28,111740
U31cQJLi-mQ,15,111686
ECLwG0sHrAw,20,111614
X9Gc_g638C8,24,111441
Hp4z1ztsYBw,14,111294
72QQsWm7yFk,41,110895
QfmgAmtGXwo,13,110880
739XDwYBEdI,9,110798
n0pMQHNjtxc,0.0,110730
I5vjN78Eroo,28,110446
KdFRkillEfM,26,109748
utsPTIL0ACE,9,109287
abSc5wLOqBM,20,108625
RJyb4Nzi-qo,18,108420
6ULbkqAuo48,9,108395
Bhg9I26EghQ,13,108331
dCROpIx2s0g,8,108299
J4DKqWlk8DE,19,108214
bRlXatOvsZU,20,108081
LF32cBrUAy8,17,107945
HgjVWV0Uw3M,28,107574
76owSh_PPG4,10,107459
zwrlJwed2mQ,13,107312
kQQZ2hje42E,44,107158
R0QPCS4a84k,21,106852
Lfy5Esue_ls,20,106737
wrzwGuLTnOA,22,106629
4qOeuzeNfQ8,11,106581
hxVnGH6llkQ,46,106398
WTyNJOXycQk,51,106337
tpF7R7ou4OY,24,106330
JIr6Bv_JTSw,17,106211
kwraJAssyuE,4,106209
Fmonf-b8Jgs,3,106182
DsyeNGEmobA,5,106130
ph2RlcltYdM,27,106126
SU0g1AAuBmE,13,105965
d6u1muHTO5A,8,105932
12B8DNBoYRA,5,105743
lo5ERI5nPbM,12,105704
L9eFkmjIIWA,33,105608
ZWqClKiz4_I,32,105505
PM5r8ITZn-s,7,105478
EvWPqF_AQHI,13,105390
SzAuB2FG79A,15,105293
FDTKws5WxKw,14,105049
3a3vMfOCb3Q,27,104586
QRl9IO2ORGE,12,104235
NRh8KWiCxWU,26,103812
0VsgQmCPgoI,33,103429
SEmz3MZHYds,18,103415
lmb6w5luY_Q,12,103310
UkXBG_DL1ec,29,103234
"_6ViZ13mN9I",29,102688
3lynMqYvPnw,10,102675
14G7U6pTcFk,6,102608
saZizkBOOJI,13,102557
hX643KbiI4s,9,101336
7AhWb8c0kXM,27,101263
JfksIHwO1qw,25,101202
WAuSHwVwvzk,18,101143
w7kjFVvgiDY,7,100970
vfqeeScKVyc,21,100721
Z5UcSC2lWQ0,34,100709
z85JsxyICg8,25,100619
YMw28iNfXAs,4,100585
Ra8PvLtSvCM,21,100327
"-pOSRBAqUdM",45,100236
SlQPqC_bX6s,32,99976
N9s2YY3g2r0,11,99835
2-bTbRjqjoE,3,99706
cdO78z5_jhQ,9,99581
YQJmvXamKYg,21,99048
p9zTSvEpt_8,7,98981
O5xqc3NcNVI,5,98860
jyTqvjvj8sM,23,98543
TlvsuVe8Fh0,16,98540
qf_rqde7B0A,22,98508
PUTEiSjKwJU,9,98507
FJgx-_eGRh0,13,98454
IjKdDRfJGT8,25,98430
HQYl0PBFI3M,12,98402
8CdP3MbrIZk,13,98270
rtQXLmkeOgo,14,98065
sWVUjFXV9Yg,17,97982
SLJYTr78NUQ,24,97961
vd4zwINEcLY,9,97772
aixso4N2vhI,0.0,97682
yVm38JyRCVQ,33,97547
EgEljsUNCe4,13,96875
0hcp-eMOn4E,16,96699
PGMR2A1_9pE,26,96677
tE8pKjl9jgo,24,96301
1ihTE5cxUCQ,5,96286
zpgn8U5Ug8M,15,96228
hUxQ74iAc5c,19,96224
USc52ljSmuI,15,96091
XB3_v3sxq98,2,96046
Y1GgsGcuk7U,10,95966
FTv-CE43PpM,15,95834
hdyD3afxyxc,30,95581
6m0lnvcQPP0,2,95555
IVRVXYCrr14,32,95090
JDDP9fY6dmI,36,94580
SWeEeugBQ6w,21,94034
XUjY0p_kLJg,2,93802
2h_TxIxx-Kg,25,93749
"_PvfiCuNfO0",23,93234
5DpvCOebmo4,0.0,93017
6BhLaE0PHRA,28,92701
ktQH78FNCfs,8,92548
g4txv3A9ICQ,8,92541
ZKUerb6IH4Y,18,92533
PE2at2Wo9sU,4,92475
CFwXUarN-wg,10,91867
VXvu5rtJNd4,31,91811
0NS51Iph2Ms,2,91790
zLDR4HJfheA,5,91773
C2-Fm2vpEKA,15,91756
8iEoyqO98qM,10,91633
ffHCh6ZCZfo,14,91566
TJS52KsNAjc,20,91451
vk9dMICMQwg,3,91302
kROW5iooUKE,21,91182
bkI4AZn_saY,10,91108
FoxwmWaS1J8,7,90947
qGeXRr5FFY8,17,90344
g4Go-VIweZY,29,90217
hWgy6gAK9OA,14,90174
Yzk7ZhWPPfo,25,89985
U33sa3PAMtI,9,89980
Eonq7PRPIqY,1,89952
bzzk0R14HD4,37,89590
pWqRw4NfFDA,18,89066
"-Hz00xRLPyo",7,88987
q-WipZ9p0wk,19,88909
es9-P1SOeHU,15,88799
pVvuvegAYlI,5,88778
mi2oVgaxj1k,5,88767
kKk6vEqFFOA,13,88434
SPNsGbjXVwY,30,88432
ipE-iN_LLcA,13,88411
L6vhib5e4so,19,88309
EROqrFqHegs,25,88150
O1RNq6rMbds,30,88142
WipbEpll-rQ,23,88006
sLJdBmAeB_U,15,87772
ky8MhqSovW4,38,87491
T0_M3t3UVao,61,87171
HRstc9yxjBg,0.0,87096
daR05oUWKmU,17,87063
JMhSl6CxF-Y,26,86863
SvYAPV4FEaQ,7,86848
xpSHpVJsgCQ,21,86628
YkG4Yvwucxo,11,86535
R8QfoQYUsek,41,86092
Z61wL27eDRw,32,85715
AN3vM-T-lm0,10,85153
rXfnPGGfSh8,4,85123
E9za4QHGnqQ,24,85068
28_tNFnMrTk,18,84369
wYUqHp3_nCE,9,84293
S0A4hBJHND4,0.0,84212
RumNBu_KJjk,17,84003
GLZZn7lCtcI,6,83958
MAc8B58wOoE,11,83917
KfD8nLAeMDQ,9,83872
Y4lhAHTzbRE,33,83678
rEzEGto67Jw,8,83677
zB1pY4n_FyQ,19,83448
YNpCXG66_PA,33,83417
"_gRC4L6lNoc",57,83110
7YiQ0-SBbT0,8,82949
cUtYh_ZUjqc,28,82582
agGa4wRid2A,0.0,82545
gxz-OhTuo1M,17,82279
mXfyOYAdCUc,7,82117
NWGguhHrzpw,6,81992
IFE_dep7_zI,17,81674
CYebJBcLZHA,11,81616
uwbd0-gaoY8,33,81527
NfFlVcAW_PA,16,81441
L99Bi097wak,34,81157
"-KeFvjm_hcA",0.0,80992
hXcoq5XDwyA,15,80946
tP_Dk81f9fg,5,80828
Y_BgapvcZO0,11,80586
7RZzxbZ6WWY,13,80546
BsX0xICayWI,0.0,80359
ctmgkGEOKI4,0.0,79388
aWS6Oa0kq2E,9,79181
Y5Zu1P4Hg3E,43,78981
MkR8GY2YBAU,39,78804
I2eSx0sGReM,8,78639
WsZXJKfJ52g,36,78584
7d9cu_dmQ0c,18,78506
4eOq4xzaPsA,17,78345
60Qi7Zv6Wbg,9,78321
4zD4HPlc-BE,19,78106
VnaOp89Ir48,8,78088
N0I2u6DKnwI,10,77430
oGf4sf0yxI8,21,77400
a0_QIfAT9tA,16,77174
13434sOl4Zo,0.0,77145
soYZ2yzxEjM,24,77107
nVy68X3cubA,4,76629
Zt803kKQ41k,40,76287
IY-M93e2lok,10,76222
q2_8cSXTtDY,4,76088
1vc1cKeor5A,24,76068
IVW7-k7pHE4,15,76049
xa2LxGIQ1DQ,14,75804
3_keXD1yV3E,12,75700
q8kIxK2kI7k,32,75675
3GtSorFUQhc,6,75662
EofDwwembIw,36,75512
iwd9apG72IE,13,75487
Q4nc8Ky94IA,18,75449
odfYSiTpXpo,8,75188
qE_EDUhzsPM,1,75117
ZvdPvq4dX78,39,74993
EQwhPkX3fnM,14,74877
eF0ziX0TyHs,21,74830
ebzooSdAbGE,7,74643
TIVvCUWMMAY,8,74616
Z35ALmnFo9A,34,74554
4FDpjKdlIxA,0.0,74547
jjbcWoPXyas,27,74296
BRWLN_Hxo8Y,0.0,74041
"_8VHAHoCUVY",20,73786
9qTJR0575Ek,17,73656
PE6a5Amt7O8,20,73576
0SLu6i6Rm2g,32,73474
fzs6O7b9Fe0,17,73167
Eel8QDRlIGA,20,73092
IJ9OFwFxxt4,38,72913
Wg-HTE1WbeI,30,72887
G86COtz0xjs,6,72760
FA_gIAGNDQ8,17,72611
lw_KFCgcvA4,13,72266
jTyx-Ep_LBg,0.0,72107
UImlvzT2hHQ,18,71647
E0yPapgxIgo,8,71624
rPmh6vmIGUE,7,71294
If3NqScFjg0,19,71118
54Eae2ewc1c,6,70857
9Vb8tOUh2C4,20,70842
W8_T7MMywcs,10,70636
be3BHwNi58A,14,70601
Kap77SLzVyI,21,70419
xnZA52oTp6M,21,70143
bxDX-nywiTc,30,69738
LxIBv_XS3ls,20,69685
DtWriozwdR0,15,69537
wEkCf0IVAV4,15,69430
diOhJMLSCNw,10,68887
3K4WG7Tqza4,37,68829
6ZwXRnueOMg,36,68307
T_AyI8I4O3U,40,68288
pV5r-dlSD1A,0.0,68164
uCnPZHrrSDU,34,67917
M5zO1XSmOg4,11,67575
6jV798JxoTY,3,67113
"_ti2nJnJZnY",9,66871
QopkF3p9nBk,34,66666
hNpgwz8wvE8,37,66141
Wl9NFbqbwEw,12,66039
nYykdHDv4N4,3,66023
fW_SW-EwVRI,37,66018
pIYFz05yrUY,29,65928
3QohbrF0GIg,26,65920
umAXAP50hKw,11,65643
rhGRZ0pedY4,10,65641
l4HxWVA59zk,37,65587
LctCTZKdO18,2,65556
yzl_ZKQExnk,13,65396
H83cVi2sCJM,18,65368
ZKSeQmgg40Q,26,65102
BWX1ygwYzWc,4,65046
JAqQ8Myx-1c,10,65015
1eS_17CG9sk,14,64691
uVQTVw7ucak,32,64504
NqH0kLCm1cI,6,64503
9StYOIBLanM,36,64473
a3Iaia_MYPc,8,64464
c1cvDqM_CMg,0.0,64450
L1TScBDOdwc,25,64251
JAcKgCfTSq4,33,64115
Kk4gQ3mVI4s,0.0,63734
W5eoXXO9a4U,0.0,63257
5LCjvpjhf_4,10,63013
EA5Tn5Gw_8s,4,62838
3qYt_fXdaXY,9,62794
gxaoefdyJRM,13,62748
sDvATt2VBxU,9,62388
P4ohTV_28Oc,6,62248
mTKCKBu8CLI,2,62012
vzyENzPa370,9,61968
mrTNzn4-K3o,18,61954
SHI6LfICx6k,22,61641
w1fN1_9BNM8,9,61467
vT_IlY0A4_0,8,60989
C0Uv23ELQMQ,14,60632
"_Jc8hxt6kdU",16,60270
lE2iJ7ftB_g,25,59901
qdSUlpc67YM,8,59301
VswT01nKLLA,5,59295
CrUETaziY_0,32,59289
wf3t5p2XDAg,27,59201
Eeb2CgoSt9M,5,59050
ejD9084JJA0,31,58898
uXNIeQjav80,18,58605
nQ7mhC5_Rys,0.0,58488
AGbuiYvynhY,13,58365
X_vVMmvjEts,23,58349
iyOY5nAtLuM,10,58222
8WZuk8KXC5M,37,57701
NNSO_4yKM0M,27,57610
xeCSGweXykQ,16,57359
q4_icwNQJJw,33,57231
s3oogx4roPI,4,57061
9Jn8TXoPQTg,6,56243
CWSYOdxx8Tg,16,56138
os5mMTl3IBs,23,56062
41oqd-mogW8,23,56046
Y_1CaQl0FJs,26,55747
L4KiF0gHpvU,28,55649
Ssvv40iz-Ls,19,55610
l9nGCJlDclQ,30,55572
SsaI0u8xn_4,2,55098
o3Fam8LqZjA,34,54928
kAQpyoCls7Y,3,54345
Fjdbk8kBFNA,13,54171
d5w7iCkHvaU,14,54124
JwfZqomlPsk,4,54100
I-GRBHy4TjU,17,54087
bkwLxcfcKTY,13,54054
KtqVezaUhkA,2,53416
XPrHD-7jjUs,44,53399
wVy6mbSbbiA,17,52793
CCPX4EYrskw,12,52250
UNhI8F-C89o,24,52199
GL8oRm8Wo3Q,13,52144
1XvdgeXuyPs,0.0,51939
4MtAl7F6xio,23,51808
Z8qKEQhBdAg,21,51789
YypPLpuPJZU,0.0,51703
hIwRdDcQBEU,10,51301
XmNm5e3AAjY,0.0,51153
ZwIuff3270M,6,50755
gBUBAfGIytc,8,50702
Oa9c9JBBGxM,39,50637
acIRvVxB4go,14,50614
k6fEpn_lzmw,30,50602
NxuwtI5Jp_0,25,50487
"_ROBzItOaOs",19,50249
XY8QQmFswmA,26,50174
AeVJATwE2N0,34,49650
xJ7A_o2Toog,41,49447
U4COOi4942A,0.0,49439
npCluN5VHF0,12,49179
kGTqQUyYiLs,0.0,49139
KUNX9KK53lA,7,49090
MKLlDnUqho4,9,48955
d9aIHhsjupk,0.0,48882
IE5TzELzvmU,13,48880
6Do5X8A2HYQ,7,48781
cZV6ebHoJ08,13,48660
Y0MjGxKe888,45,48525
j3IYFeVwf5I,0.0,48452
b_aLROw98NA,13,48418
oQx3h5D9pwg,0.0,48348
9xPz2SUdYGo,40,48323
N0tmF4j4K6g,19,48308
cWy8jWXhdnA,31,48289
YJ1aeCE6pd4,7,48202
bi9NkBZ1qe4,36,48025
VmdKae7P1xQ,7,47801
87YT_i8Eu5s,2,47772
Qn4ctBaNI00,20,47421
RQpGCAkpEtY,7,47378
PJ-b7o6RFCE,22,46944
Sp81sTev4cw,2,46940
rXbrryghxAA,33,46598
29FW8nTF0Ww,12,46362
WKcYTvyoidw,9,46344
dQhH0vPTSZY,0.0,46206
eRdjw3dlGEE,18,46059
OZhUjWMS0qg,16,45826
949vJMp0v40,11,45694
yN8Jclaqf0Q,14,45281
WXzA0pfvO6w,18,45194
ip_r4y-23JM,4,45175
5wVnr3cahQg,5,45160
bCznvAkpwWs,15,45036
86atbRCxDgw,36,44807
QcFZLREWnBU,1,44528
kWolKH3zwkY,20,43297
V6cb-D8-vTg,14,43293
E7Er4t8PIYw,19,43285
hVEgTsmBDw0,52,43253
bJ-wMCV05EI,26,43074
k9oMv0JzCn8,6,42983
NuKHa6c2LuU,27,42855
O3eO646jjzQ,28,42633
s0qeYQZ7mEo,0.0,42538
pNpsjMnO7mU,33,42498
uI4AsXCHfWU,18,42154
3Xb3eOH4PMA,43,42141
6uJemANlDqQ,3,41968
MMjmdNqIrSU,15,41726
9DgrJ89Oo2w,22,41570
DdDRtQPXPtM,9,41474
7cTi6PHUqMw,11,41432
cvvgmjAaMnY,15,40676
UdRZLPG_xUM,11,40634
DI8JsP05k5Q,16,40484
L60GziFpdA4,1,40464
kb1qAO9KB3k,23,40395
vgX5M1eVhyw,25,40342
nU0HDSalUQk,16,40304
zMLfhTnyPVs,9,40162
NdqLiIaZoeo,12,39941
uNOJaKrNhc8,16,39754
Q0hEOLm6Wrs,9,39650
jCRK5vy47v8,0.0,39576
5fW5dsc0-5g,7,39474
ec9r9THD5eU,12,39417
g1vFoVDKA_c,10,39250
GRkHQ3RCW34,8,39219
b1JsP0hLrg4,5,38756
USigj639wTU,7,38293
g7IfZX91qV0,33,38211
7I1H0ABg4oY,30,38205
8vRliTJ0-CQ,33,37831
aV2B1-Qhab0,37,37759
1Wo6WEBhBBw,17,37743
DH1G703mf7w,4,37615
7Fpbkpsx3cM,0.0,37603
KVw7fdB8gXM,6,37434
pfGq40iHpME,11,37390
T8cBr45krls,2,36825
GO4hi9004hg,28,36520
Kx-TGqqMuPU,16,36477
Pu0lwHPW3RM,20,36419
UBh2ydkoDU4,13,35759
aSWbndbyYeo,0.0,35260
nzlazAyylw8,36,35182
KopT-9VSZn4,15,35142
oky9_tJyvpI,37,34860
ZAO9WjsFcaI,36,34708
5tCyAEMaE-I,23,34575
MfLcjWq6m9o,25,34425
cpvoCLX8agc,12,34347
gRhgPUbOIyA,8,33868
XbDKZMy-HEg,7,33716
pYClHihdjsE,9,33481
sAWeoDHzBgE,13,33479
w9dOyO1QM5Q,11,33170
Ux7f_eqeLYw,7,32797
yo8cCV0_zCg,11,32386
OM9h-llN4TY,13,32273
Fkwkn7vXpWI,20,32198
dDBAhxHUkFw,18,32160
vBuR-I4AT-o,8,32160
1LWbRkt490A,5,32124
mO5vP_iNUMI,6,32034
X6NyvN4ZTik,7,31969
WsEpPETBbeA,17,31920
OmhvgIgwLeM,25,31746
R-lhShtMfvQ,0.0,31565
5PI1xwT2-74,0.0,31549
JhfACxB_KWs,20,31513
8A3ILTZaswo,29,31259
3Haf2k6R8sI,7,31112
aRXgvkpMZrI,17,31023
zslYmBRhdOM,31,31013
zhbjf49Lv9o,2,30898
LS6xrrsU1G0,19,30849
iCXQwI2Luw8,38,30703
xmMxtSwTwwQ,15,30422
gqKrByxzpgg,48,29909
dgW5kpeSB1A,29,29724
leFNoUJmJ9o,21,29582
FYk6BVoyWFM,1,29520
zw6hMTAtdwg,9,29357
VEoOuF_cN0Q,0.0,29336
svD_Nxqer00,0.0,29228
IJuZSD8GGZo,36,28872
0ANDjPQPS_Q,8,28869
GpekGi00XCE,23,28804
"--uXQQ0h-yQ",5,28725
bOBL980Xsg4,14,28360
r_MU7WAR_6I,20,28204
cY-7vOEC7Bc,3,28149
8lPoqMD7Ko8,0.0,27841
s08CL44QLck,12,27753
SNCMtOdaIxU,8,27732
WYgBU1U8h8E,0.0,27343
Uz-uEW_Rur4,17,27322
pfYEiDg67AI,0.0,27147
hROYRchrJkU,3,27048
INRXOIgmNUU,5,26951
h7MBKjAyBU4,11,26682
Zqh2DS7oIbU,14,26295
ycPdNnpVE08,8,25621
MVyJZfFH9GI,0.0,25490
76nG5pENy_Y,9,25484
jbeEE0RaEeA,5,25367
5pJLKoB_yCs,26,25251
"_2v5kMaGCNI",30,25146
tOr88uFiOjQ,17,24778
WHzTLDP4o_Q,1,24585
kFiJG9KZJ3s,0.0,24553
qBThRxhUzo8,0.0,24432
hLqHZGhIFaI,13,24369
kEU5V4jq2w8,13,24322
SuIAnnSsuXA,5,24078
nwv7rK2Zrx0,27,24056
jBzwpspHssw,1,23963
xzWDIgvsFTY,20,23719
UCCcvxvwNVo,12,23651
1vtYKgv28Jw,5,23297
0VQysq26ozE,33,23274
8HTdbCohTXY,18,23146
sVfTvLm-7Ac,3,23008
CI4ve0pw380,13,22765
5c7FL9QV1bs,33,21856
UhSJp34wOeo,10,21665
1m7WNpBbjKM,13,21410
n8v0HrixDHE,10,21344
RanHW12ZP5o,8,21295
nIPt7dJrSXw,20,21183
dtdT-ZHCBw0,0.0,21075
5QpnRjXtm1A,9,21071
wIPzAALdjaQ,1,20842
sdvfBbSsPaE,0.0,20617
cM7HHCI1EPc,17,20555
H6tRAXugvHI,15,20443
uT3wso5Zp7k,12,20387
zaPsZVFAzH0,29,20166
aNpl8EsTR94,33,19799
Xz66QlXXYyw,23,19628
Ca89nJLefXY,0.0,19550
hbmdI8A7SSo,7,19499
cpB-tg6eK3k,26,19118
JK3QFj8mD1o,28,18976
UTNnhZqTY5c,29,18728
eQPoVNrCZTk,0.0,18543
o8Z_FMVbJqI,22,18458
ol_ieWX8SxE,3,17867
34yQnVJDTt8,17,17865
jxbDvIXcW_Y,0.0,17401
b-ufhlIlfmA,30,17227
2rp_8lf-kik,5,17180
ODuU3wkNqfk,0.0,17096
"-XcvFTYVxnA",4,17036
FJPkiOX9NgE,44,16902
ia_NWRMgoAA,15,16860
H1Os-ouhHG8,11,16572
VIfGG7wLlM4,7,16364
NLCfRHdi6Ig,37,16074
PHhYqLCsAos,15,15144
G0XLp2AQxek,7,14608
R0KavFAQs0A,0.0,14584
0XR-FwfdOos,0.0,14236
6W45zR0knjg,0.0,14125
7LQ08Lyy_tw,4,13927
J6H6ND35Swc,0.0,13836
I1uCGgc-Jag,30,12858
SfUDDMj3NO0,9,12630
ip1FhJhM7vg,27,12316
r81egea0QPo,16,12190
3iXwXYflCSI,13,11619
m0HN1TB-Jcw,11,11511
iEHB_opjO0k,0.0,11257
O3hz_DQ63No,9,10101
rHwDegptbI4,0.0,9815
5-rHVxhQUJA,0.0,9667
AtIoXmGwyfA,5,8766
aJJcVyiZT0U,19,8368
